movie_slug,subgenre_name
body-of-lies,spy film
body-of-lies,thriller film
bolt,adventure film
bolt,children's film
bolt,comedy film
bombshell-1933,comedy drama
bombshell-1933,romantic comedy
bonnie-and-clyde,action film
bonnie-and-clyde,biographical film
bonnie-and-clyde,crime film
bonnie-and-clyde,drama film
boogie-nights,buddy film
boogie-nights,drama film
booksmart,comedy film
booksmart,LGBTQ-related film
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,comedy film
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,mockumentary
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,parody film
born-on-the-fourth-of-july,biographical film
born-on-the-fourth-of-july,drama film
born-on-the-fourth-of-july,war film
bottle-rocket,buddy film
bottle-rocket,comedy film
bottle-rocket,heist film
bowling-for-columbine,documentary film
boyhood,drama film
boys-dont-cry,biographical film
boys-dont-cry,docudrama
boys-dont-cry,drama film
boys-dont-cry,LGBTQ-related film
boys-dont-cry,romance film
boys-dont-cry,transgender film
boys-state,documentary film
boyz-n-the-hood,coming-of-age film
boyz-n-the-hood,crime film
boyz-n-the-hood,drama film
boyz-n-the-hood,hood film
boyz-n-the-hood,romance film
boyz-n-the-hood,teen film
brazil,musical film
brazil,romantic comedy
breakdown,crime film
breakdown,drama film
breakfast-at-tiffanys,drama film
breakfast-at-tiffanys,romantic comedy film
breaking-away,comedy drama
breaking-away,comedy film
breaking-away,coming-of-age film
breaking-away,drama film
breaking-the-waves,art film
breaking-the-waves,drama film
breaking-the-waves,romance film
breathless-1960,crime film
breathless-1960,drama film
bride-of-chucky,comedy horror
bride-of-chucky,horror film
bride-of-chucky,parody film
bride-of-chucky,romantic comedy film
bride-of-chucky,slasher film
bride-of-chucky,teen film
bridge-of-spies,biographical film
bridge-of-spies,historical film
bridge-of-spies,trial film
bridge-of-spies,war film
bridge-to-terabithia,adventure film
bridge-to-terabithia,children's film
bridge-to-terabithia,drama film
bridget-joness-diary,Christmas film
bridget-joness-diary,comedy film
bridget-joness-diary,romantic comedy film
brief-encounter,drama film
brief-encounter,flashback film
brief-encounter,romance film
bright-star,biographical film
bright-star,drama film
bright-star,romance film
bring-it-on,comedy film
bring-it-on,teen film
bringing-out-the-dead,action film
bringing-out-the-dead,drama film
bringing-out-the-dead,horror film
bringing-out-the-dead,psychological drama film
bringing-out-the-dead,psychological horror film
bringing-out-the-dead,psychological thriller film
bringing-out-the-dead,supernatural film
bringing-out-the-dead,supernatural horror film
bringing-out-the-dead,suspense film
bringing-out-the-dead,thriller film
bringing-up-baby,romantic comedy
bringing-up-baby,screwball comedy film
broadcast-news,comedy drama
broadcast-news,drama film
broadcast-news,romantic comedy film
broadway-danny-rose,comedy film
brokeback-mountain,drama film
brokeback-mountain,LGBTQ-related film
brokeback-mountain,romance film
broken-arrow,revisionist Western
broken-arrow,romance film
broken-arrow,Western film
broken-flowers,comedy film
broken-flowers,drama film
bronson,biographical film
bronson,crime film
bronson,drama film
bronson,prison film
brooklyns-finest,crime film
brooklyns-finest,drama film
brother-bear,buddy film
brother-bear,children's film
brother-bear,comedy drama
brother-bear,comedy film
brother-bear,coming-of-age film
brother-bear,drama film
brother-bear,family film
brother-bear,fantasy film
brother-bear,musical film
brotherhood-of-the-wolf,adventure film
brotherhood-of-the-wolf,drama film
brotherhood-of-the-wolf,historical film
brotherhood-of-the-wolf,kung fu film
brotherhood-of-the-wolf,martial arts film
brotherhood-of-the-wolf,monster film
brotherhood-of-the-wolf,science fiction film
brotherhood-of-the-wolf,thriller film
brothers,drama film
brothers-keeper,documentary film
bruiser,comedy film
bruiser,comedy horror film
bruiser,horror film
bruiser,independent film
bruiser,mystery film
bruiser,psychological horror film
bruiser,psychological thriller film
bruiser,slasher film
bruiser,suspense film
bruiser,thriller film
brute-force,crime film
brute-force,drama film
brute-force,film noir
brute-force,prison film
buena-vista-social-club,documentary film
buena-vista-social-club,musical film
bugsy,biographical film
bugsy,crime film
bugsy,drama film
bullitt,action film
bullitt,crime film
bullitt,crime thriller film
bunraku,action film
bunraku,dystopian film
bunraku,fantasy film
bunraku,martial arts film
bunraku,samurai cinema
bunraku,Spaghetti Western
bunraku,thriller film
burma-vj-reporter-i-et-lukket-land,documentary film
burn-after-reading,black comedy film
burn-after-reading,comedy drama
burn-after-reading,comedy film
burn-after-reading,crime comedy film
burn-after-reading,crime drama film
burn-after-reading,crime film
burn-after-reading,crime thriller film
burn-after-reading,drama film
burn-after-reading,spy comedy film
burn-after-reading,spy film
burn-after-reading,thriller film
burning,documentary film
bus-174,documentary film
butch-cassidy-and-the-sundance-kid,biographical film
butch-cassidy-and-the-sundance-kid,buddy film
butch-cassidy-and-the-sundance-kid,comedy drama
butch-cassidy-and-the-sundance-kid,Western film
cabaret,crime film
cabaret,drama film
cabaret,silent film
cabin-fever,Christmas film
cactus-pears,LGBTQ-related film
caddyshack,comedy film
cafe-lumiere,drama film
california-split,comedy drama
call-me-by-your-name,coming-of-age film
call-me-by-your-name,drama film
call-me-by-your-name,LGBTQ-related film
call-me-by-your-name,romance film
call-me-by-your-name,romantic drama
calle-54,documentary film
calle-54,musical film
cameraperson,documentary film
can-you-ever-forgive-me,biographical film
can-you-ever-forgive-me,comedy drama
can-you-ever-forgive-me,drama film
can-you-ever-forgive-me,LGBTQ-related film
candyman,ghost film
candyman,hood film
candyman,horror film
candyman,psychological thriller
candyman,slasher film
candyman,thriller film
capitalism-a-love-story,documentary film
capote,biographical film
capote,crime film
capote,drama film
capote,LGBTQ-related film
captain-blood,action film
captain-blood,silent film
captain-blood,swashbuckler film
captain-phillips,action film
captain-phillips,biographical film
captain-phillips,drama film
captain-phillips,pirate film
captain-phillips,survival film
captain-phillips,thriller film
captains-courageous,drama film
capturing-the-friedmans,documentary film
carlos,documentary film
carrie-1976,drama film
cars-2,action film
cars-2,buddy film
cars-2,crime film
cars-2,spy film
casablanca,drama film
casablanca,film noir
casablanca,flashback film
casablanca,romance film
casablanca,war film
cashback,comedy drama
cashback,drama film
cashback,magic realist film
casino,biographical film
casino,crime drama film
casino,crime film
casino,crime thriller film
casino,drama film
casino,epic film
casino,gangster film
casino,mystery film
casino,thriller film
casino-royale,parody film
casino-royale,spy comedy film
casper,children's film
casper,comedy drama
casper,comedy film
casper,family film
casper,fantasy film
casper,ghost film
cast-away,adventure film
cast-away,drama film
cast-away,robinsonade
castle-in-the-sky,action anime
castle-in-the-sky,adventure anime
castle-in-the-sky,adventure anime and manga
castle-in-the-sky,adventure film
castle-in-the-sky,anti-war film
castle-in-the-sky,children's film
castle-in-the-sky,coming-of-age film
castle-in-the-sky,fantasy anime
castle-in-the-sky,fantasy anime and manga
castle-in-the-sky,fantasy film
castle-in-the-sky,mecha
castle-in-the-sky,romance anime and manga
castle-in-the-sky,science fiction anime
cat-on-a-hot-tin-roof,drama film
cat-people-1942,fantasy film
cat-people-1942,film noir
cat-people-1942,horror film
catch-me-if-you-can,action film
caught-by-the-tides,drama film
cave-of-forgotten-dreams,documentary film
cedar-rapids,comedy film
cellular,action film
cellular,crime film
cellular,thriller film
cemetery-of-splendor,drama film
central-station,drama film
centurion,action film
centurion,drama film
centurion,sword-and-sandal film
certain-women,drama film
certified-copy,art film
certified-copy,drama film
certified-copy,romance film
challengers,comedy drama
challengers,romance film
challengers,sport film
changeling,crime film
changeling,drama film
changeling,mystery film
changing-lanes,drama film
charade,comedy drama
charade,drama film
charade,mystery film
charlie-the-life-and-art-of-charles-chaplin,biographical film
charlie-the-life-and-art-of-charles-chaplin,documentary film
charlies-angels,action film
charlies-angels,comedy film
charlies-angels,female buddy film
charlies-angels,martial arts film
charlottes-web,buddy film
charlottes-web,musical film
chasing-amy,comedy drama
chasing-amy,comedy film
chasing-amy,drama film
chasing-amy,LGBTQ-related film
chasing-amy,romance film
chasing-amy,romantic comedy film
chasing-coral,documentary film
cheaper-by-the-dozen,comedy film
cheaper-by-the-dozen,drama film
chicago,comedy drama
chicago,crime film
chicago,silent film
chicken-for-linda!,comedy film
chicken-for-linda!,family film
chicken-run,children's film
chicken-run,comedy film
chicken-run,family film
chicken-run,fantasy film
children-of-men,adventure film
children-of-men,drama film
children-of-men,dystopian film
children-of-men,post-apocalyptic film
children-of-men,science fiction film
children-of-men,speculative fiction film
children-of-men,tech noir
children-of-men,thriller film
children-of-paradise-1945,drama film
children-of-paradise-1945,romance film
children-underground,documentary film
childs-play-2,comedy horror
childs-play-2,horror film
childs-play-2,slasher film
childs-play-2,thriller film
childs-play-3,action film
childs-play-3,horror film
childs-play-3,slasher film
chimes-at-midnight,comedy film
chimes-at-midnight,drama film
chimes-at-midnight,medieval film
chimes-at-midnight,war film
chinatown,crime thriller film
chinatown,drama film
chinatown,film noir
chinatown,mystery film
chinatown,neo-noir
chocolat,drama film
chocolat-1989,drama film
chris-don-a-love-story,documentary film
chris-don-a-love-story,LGBTQ-related film
christine-1983,drama film
christine-1983,melodrama
christine-1983,romance film
chungking-express,comedy drama
chungking-express,crime film
chungking-express,romance film
cinderella-1950,cinematic fairy tale
cinderella-1950,drama film
cinderella-1950,fantasy film
cinderella-1950,silent film
cinema-paradiso,coming-of-age film
cinema-paradiso,drama film
citizen-kane-1941,biographical film
citizen-kane-1941,drama film
citizen-kane-1941,fiction film
citizen-kane-1941,flashback film
citizen-kane-1941,mystery film
citizenfour,documentary film
city-hall,crime film
city-hall,drama film
city-lights,comedy drama
city-lights,romantic comedy film
city-lights,tragicomedy
city-of-ember,adventure film
city-of-ember,children's film
city-of-ember,dystopian film
city-of-ember,fantasy film
city-of-ember,post-apocalyptic film
city-of-ember,science fiction film
city-of-ghosts-2017,drama film
city-of-ghosts-2017,neo-noir
city-of-god,coming-of-age film
city-of-god,crime film
city-of-god,drama film
city-of-god,hood film
city-of-life-and-death,drama film
city-of-life-and-death,war film
clear-and-present-danger,action film
clear-and-present-danger,drama film
clear-and-present-danger,political thriller film
clear-and-present-danger,spy film
clear-and-present-danger,thriller film
cleo-from-5-to-7,drama film
clerks-ii,buddy film
clerks-ii,comedy film
close-encounters-of-the-third-kind,adventure film
close-encounters-of-the-third-kind,drama film
close-encounters-of-the-third-kind,science fiction film
close-encounters-of-the-third-kind,speculative fiction film
close-encounters-of-the-third-kind,thriller film
close-up,crime film
close-your-eyes-2023,horror film
closed-curtain,drama film
closer,drama film
closer,romance film
cloverfield,action-adventure film
cloverfield,disaster film
cloverfield,fantasy film
cloverfield,found footage film
cloverfield,kaiju
cloverfield,pseudo-documentary
cloverfield,science fantasy
cloverfield,science fiction action film
cloverfield,thriller film
clue,comedy thriller
clue,crime film
clue,mystery film
clue,parody film
clueless,comedy film
clueless,coming-of-age film
clueless,LGBTQ-related film
clueless,romantic comedy film
clueless,teen film
cmon-cmon,drama film
coal-miners-daughter,biographical film
coal-miners-daughter,drama film
coal-miners-daughter,musical film
cobra,drama film
cobra,silent film
coffee-and-cigarettes,anthology film
coffee-and-cigarettes,comedy film
coffee-and-cigarettes,drama film
cold-comfort-farm,romantic comedy
cold-war,action thriller
cold-war,crime film
collateral,action film
collateral,crime film
collateral,drama film
collateral,neo-noir
collateral,thriller film
collective,documentary film
columbus,comedy film
come-from-away,musical film
come-see-me-in-the-good-light,documentary film
come-see-me-in-the-good-light,LGBTQ-related film
coming-home,drama film
coming-home,political drama
coming-home,romance film
coming-home,war film
coming-to-america,romantic comedy film
